undergrad_uni,undergrad_uni_tier
Symbiosis University of Applied Sciences,3
Avantika University ,3
"Indian Institute of Information Technology, kottayam",2
VBIT,2
Lj institute of engineering and technology,3
"UIET, CSJM university ",2
SRI RAMACHANDRA MEDICAL COLLEGE AND RESEARCH INSTITUTE,2
Institute for Excellence in Higher Education,3
"college of engineering,guindy",2
Maharaja institute of technology,3
Missouri State University,3
RGMCET ,3
AAR Mahaveer Engineering colllege,3
"Purdue University, West Lafayette",1
Vignans university ,3
Shree L. R. Tiwari College of Engineering,3
Mallarddy  college  of engineering  and technology ,3
itm universe,3
Gayatri vidhya parishad college of engineering ,3
Shaheed Zulfikar Ali Bhutto Institute of Science & Technology,2
"Government Engineering College, Bilaspur, Chhattisgarh",3
QIS College of engineering and technology ,3
university of management and technology ,2
G H Patel College Of Engineering & Technology,2
Bapuji Institute Of Engineering And Technology,3
"Maharishi Markandeshwar Engineering College, Mullana",3
Meghnad Saha Institute of Technology,3
svbit,3
Nova College of Engineering and Technology,3
Seoul National University,1
Shadan Women's College of Engineering and Technology,3
sns college of technology,3
GNA UNIVERSITY,3
R.M.K Engineering college ,3
HITEC University,2
college not listed,3
APJ Abdul Kalam Technical University,3
Monash University,1
Indian Maritime University ,2
PES UNIVERSITY,2
Gurunanak institute of technology ,3
St.Peter's Engineering College,3
"Vidyavardhini's College Of Engineering And Technology, Vasai",3
Symbiosis Institute of Technology,2
Acropolis Technical Campus,3
"Dr. D. Y. Patil Institute Of Technology, Pimpri, Pune",2
Narnarayan Shastri Institute Of Technology,3
BNMIT,2
Visvesvaraya Tech,3
Baba Institute of technology and sciences v,3
SM Shetty collg powai,3
"MIT School of Engineering, MIT-ADT University",3
The Bishops School,3
"lakireddy balireddy college of engineering, Vijayawada",3
Nagindas Khandwala College of Commerce ,3
"University college of Engineering, Osmania university",2
J.G. College of Commerce,3
MES PILLAI,2
"DJ Sanghvi College Of Engineering, Vile Parle",2
"Pune Institute Of Computer Technology, Dhakavdi",2
"Chitkara university,Punjab",2
institute of aeronautical engineering ,3
Ctiemt,3
ihm Shri shakti,3
Malla Reddy engineering college and management science,3
SVR college of engineering,3
Universidade de São Paulo,1
"Guru Nanak Dev Engineering College, Ludhiana",2
university of Rome tor vergata,2
L J Institute of Engineering and Technology,3
Basavaraju Krishna Bai Laxmi Educational Society Group Of Institutions,3
ekiti State University ,3
sri venkateshwara University college of engineering,2
Ahsanullah University of Science and Technology,2
Anurag University,3
Queens College,2
Jagannath Gupta Institute of Engineering & Technology,3
Acharya Institute of Technology,3
Avanthi Institute Of Engineering And Technology,3
MGIT,3
"Govt. Engineering College, Thrissur",2
"SVIT, Vasad",3
JECRC UDML College of Engineering (Former Uttam Devi,3
Universal college of engineering kaman,3
Viswajyothi College of Engineering ,3
Sastra University Tanjore,2
duisberg essen,2
Gitarattan international Business school,3
ACPCE,3
gurukul kangri university,3
Acharya Deshabhushan Ayurvedic Medical College,3
"SVCE, Bangalore ",3
bkbiet,3
sphoorthy engineering college ,3
Pacific Institute of Engineering,3
SRIT,3
sir crr college of engineering,3
sri Krishna college of engineering and technology,3
MVSR Engg College,3
BMS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,3
Kumaraguru College of Technology,2
R.M.D Engineering College,3
"St Martin's engineering college, Hyderabad",3
M H saboo siddik college of engineering,3
university of Regina,2
Cal Poly Pomona,2
A c patil college of engineering,3
"Sipna college of Engineering and Technology, Amravati",3
KK WAGH COLLEGE OF ENGINEERING,3
"UIET, Panjab University",2
Maharashtra University of Health Science ,3
Iiit vadodara ,2
"NIE, Mysore",2
"cet,bbsr",2
Vyas Institute of Engineering & Technology,3
Saveetha School of Engineering - Saveetha University,3
Narayana dental college and hospital ,3
"shivaji university,kolhapur",3
Macquarie University,2
GNIT,3
California State University Fresno,3
SVNIT Surat,2
mgm school of physiotherapy,3
"A.C.Patil college of engineering, KHARGHAR",3
Aurora's scientific technological and research academy,3
Sushant School of Art and Architecture,3
University of Victoria,2
B v raju institute of technology,3
Sri aurobindo institute of medical sciences ,3
University School of Architecture and Planning,3
"Mar Baselios College of Engineering and Technology, Trivandrum",3
"Sinhgad College Of Engineering, Vadgaon",3
"Crescent Engineering College, BS Abdur Rahman University",3
Andhra Mahila Sabha ,3
"S. K. Somaiya College, Vidyavihar",3
garware college of commerce,3
"BSCOER,Narhe",3
Universidad de los Andes,2
p.s g.v.p.m d n patel collage of engineering shahada disfrict nandurbar,3
"Shiv Nadar university, chennai",2
Yashwantrao Chavan College of Engineering,3
pvpsit,3
oklahoma state university,2
Shrimati Kashibai Navale College of Engineering,3
H R College of Commerce & Economics,3
IIITA,2
"Amrita School of Engineering,kollam",2
MHSSCOE,3
Malla Reddy Insitute Of Engineering And Technology,3
KLE Technological University / B. V. Bhoomaraddi College of Engineering & Technology,2
GCT,3
"College of Engineering Perumon, Kollam",3
Sridevi Womens Engineering College,3
Dnr College of Engineering and technology ,3
SCR Engineering College,3
D Y Patil college of architecture,3
DBACER,3
St.  Wilfred's Institute of Engineering & Technology,3
A.C.Patil college of engineering,3
guru nanak khalsa,3
Nepal Engineering College,3
sun international institute of tourism and management ,3
Sastra University,2
"Department of Engineering and Technological Studies, University of Kalyani",3
Bharati Vidyapeeth College of Pharmacy,3
Kkr &Ksr Institute Of Technology And Science s,3
IIM,1
S R Engineering college,3
Srm university ,2
Nirmala Niketan college,3
Jawaharlal Nehru National College Of Enginering,3
Yashwantrao Chavan Dental College ,3
"National Institute of Technology, Calicut",2
Visvodaya institute of technology and sciences,3
acme degree college,3
Vishwakarma government engineering college ,3
MGM Jawaharlal Nehru Engineering College,3
"Sigma engineering college, matar",3
A.B.E.S Engineering College,3
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCES ,3
Bharati Vidyapeeth College Of Engineering Lavale ,3
VIF College Of Engineering And Technology,3
pillai institute and information technology,3
Gokaraju Rangaraju Institute Of Technology,3
Sri Bhagawan Mahaveerji Jain College of Engineering,3
itm gwalior,3
Osaka Prefecture University,2
kathmandu university,2
"IIEST,Shibpur",2
Rayat Bahra Institute of Engineering and Biotechnology ,3
K J Somaiya college of engineering ,2
Ambedkar institute of advance communication technologies and research,3
vnrhyd,2
"VPM's Maharshi Parshuram College Of Engineering, Velneshwar, Ratnagiri",3
Northumbria university ,2
bengal engg college,3
"Ram Lal anand College, University of Delhi",2
pvpit,3
Datta meghe college of engineering,3
SDM Institute Of technology,3
pillais college of engineering ,3
dps at Ruby park,3
Government college of Engineering Nagpur,3
unknown,3
IUBAT,3
Anil Neerukonda Institute of Technology and Sciences,3
"J.P Dawer Institute of Information Technology, VNSGU",3
Siddharth Institute of Engineering and Technology,3
Prof Jayashankar Telangana State Agricultural University,3
Ramdeobaba college of Engineering and Management ,2
"Saraswati College Of Engineering, Kharghar",3
Jain Deemed to be University,2
"chalapathi institute of technology, Guntur",3
"Malviya National Institute of Technology, Jaipur",2
University Of Petroleum And Energy Studies,2
Amrita Vishwa vidyapeetham,2
"Government Engineering College, Patan",3
Tirumala Engineering College ,3
gayatri vidya parishad college of engineering,3
"College of Basic Sciences and Humanities, G.B. Pant University of Agriculture and Technology",3
Kaushik College Of Engineering,3
JNTUA COLLEGE OF ENGINEERING KALIKIRI,3
"Lakshmi Narain College of Technology, Bhopal",3
"Sagar Institute of Research, Technology & Science",3
"Don Bosco Institute Of Technology, Kurla",3
CHENNAI INSTITUTE OF TECHNOLOGY ,3
Sri Krishna institute of technology,3
"PDPM Indian Insititute of Information Technology Design and Manufacturing, Jabalpur",2
Indian Institute of Information Technology,2
P.E.S. College of Engineering,2
RV College of Engineering,2
"sri venkateswara college of engineering and technogy , chittoor",3
M. S. Ramaiah Institute of Technology,2
Pune university,2
"Meenakshi Sundararajan Engineering College , Kodambakkam, Chennai",3
North South University,2
"St. Francis Institute Of Technology , Borivali",3
INDUS UNIVERSITY,3
Amrutha Institute Of Engineering And Mgmt. Sciences,3
PSNACET,3
bit,2
kamineni institute of dental sciences,3
sandip univeristy nashik,3
Vignan's Nirula Institute of Science and Technology for Women,3
Jyothishmathi Institute Of Technology and Science,3
"Jerusalem College of Engineering, Narayanapuram, Pallikaranai, Velachery",3
Santhiram Engineering College ,3
"Anurag University, Hyderabad",3
jntuk,2
snist,3
"Vaagdevi College Of Engineering, Warangal",3
"Loyola Academy degree and PG Collage
",3
Canara Engineering College,3
IOE Nepal,2
vemana institute of technology,3
KS School of Architecture,3
Vishwa Vishwani business school ,3
University college of engineering osmania university ,2
zaporozhye state medical university,2
nmims,2
SSN College of Engineering,2
IES IPS ACADEMY ,3
"Government Dental College and Hospital, Hyderabad ",3
Terna College Of Engineering ,3
Panjab university regional centre ,2
University of Southeastern Philippines,3
"PES College Of Engineering, Aurangabad",3
San Diego State University,2
Matrusri Engineering College ,3
Taibah University,3
K.I.T. COLLEGE OF ENGINEERING KOLHAPUR,3
GOVERNMENT COLLEGE OF ENGINEERING AND TECHNOLOGY JAMMU,3
PSG College of Technology,2
"SVIT,VASAD",3
"RAIT,Nerul",3
Globus Engineering College,3
BMSCE,2
VEERMATA JEEJABAI TECHNOLOGICAL INS...,2
LUMS,2
"MDU, Rohtak",3
"college of engineering,pandharpur",3
"Institute of information technology and management, Janakpuri industrial area",3
Rajiv Gandhi Institute of Petroleum Technology,2
Institute Of Technical Education ,3
Swami Vivekanand College of Science ,3
Keystone School Of Engineering,3
anil neerukonda,3
Western Michigan University,2
BVRIT Narsapur,3
Bharati Vidyapeeth college of engineering,3
UC Berkley,1
shree swaminarayan institute of technology ,3
Bhagwan Parshuram Institute Of Technology,3
Vivekananda Institute Of Technology,3
"School of Engineering, CUSAT",2
KKWIEER,3
Dhirubhai Ambani Institute of Information & Communication Technology,2
Birganj Public College,3
Dayananda sagar University,3
Malineni Perumallu Edicational Society,3
CHHATRAPATI SHIVAJI INSTITUTE OF TECHNOLOGY DURG,3
Acharya nagarjuna university,3
PA College Of Engineering,3
Indiana tech ,3
KLE College Of Eng. And Technology,3
Universidad de Navarra,2
"Dhole Patil College Of Engineering, Wagholi",3
charusat university ,3
JNTUV,2
Indian Law Society Law College,2
Indian Maritime University,2
Sahaja Institute Of Technology And Sciences For Women,3
sree sai dental college and research institute,3
yonsei university,1
mallareddy engineering college and management science,3
St.Francis Institute of Technology,3
"Bahauddin Zikaria University , Multan.",3
Indore Institute of Science & Technology,3
SRKR Engineering college,3
Coorg Institute Of Technology,3
"Sri Venkateshwara College Of Engineering , Bengalooru",3
Yeshwantrao chavan college of engineering,3
NIT Arunachal Pradesh,2
Sun international institute for technology and management,3
Institute of Technical Education and Research,3
Appa Institute Of Engineering And Technology,3
"Techno India,Salt Lake",3
QIS COLLEGE OF PHARMACY,3
B. P. Poddar Institute of Management & Technology,3
Mukesh Patel School Of Technology Management & Engineering ,2
National Institute of Industrial Engineering,1
NMAMIT,3
St.Francis College For Women,3
"NMIMS, Sunandan Divatia School of Science, Mumbai ",2
"Biju patnaik university of technology, Baripada",3
SRI SHAKTHI INSTITUTE OF ENGINEERING ,3
"Thadomal Shahani Engineering College , Bandra",3
UC riverside,2
"Priyadarshini college Of engineering And Technology, nellore",3
"st. martin,s engineering college",3
Kerala University,3
vidhya jyothi institute of technology,3
Kiit,2
Dr. Bhanuben Nanavati College of Architecture for women,3
UICT ,1
Sunandan Divatia School of Science,2
Colorado State University,2
DDU,3
saint Joseph College of engineering ,3
THDC Institute of Hydropower Engineering and Technology,3
"Birla Vishvakarma Mahavidyalaya Engineering College, Anand",3
"sri venkateswara college of engineering, chennai ,sriperumbudur",3
Rajiv Gandhi University of Knowledge Technologies - Basar,3
NIT Nagaland,2
gurunanak institute of engineering and technology,3
"Chennai Institute of Technology, Anna University",3
S.V.College of Engineering,3
Koc University,2
King Fahd University of Petroleum and Minerals,2
National Engineering College,3
California state university ,2
guru gobind singh indraprastha university,3
"nformation Technology, National Institute Of Technology Karnataka Surathkal",1
Guru Nanak Dev University Regional Campus,3
air university,2
"Faculty Of Engineering and Technology, Gurukula Kangri Vishwavidyalaya, Haridwar",3
HBTI,2
government dental college,3
Rajarambapu institu,3
NTR degree college for women ,3
J.B INSTITUTE,3
government engineering college ; gandhinagar,2
Universidad Nacional de Colombia,2
texas tech university ,2
Gec gandhinagar,2
sinhgad institute,3
"Bharati Vidyapeeth College of Engineering, Pune",3
dallas Baptist university ,3
Graphic Era University ,3
Dr. Babasaheb Ambedkar Marathwada University,3
